temperature,moyenne_aimantation,erreur_aimantation,t_corr_aimantation,moyenne_energie,erreur_energie,t_corr_energie
3.0,-16.77734375,9.999113485610831,4.8126593651112755,-839.8515625,4.046931856521294,1.5272465971728
