temperature,moyenne_aimantation,erreur_aimantation,t_corr_aimantation,moyenne_energie,erreur_energie,t_corr_energie
4.0,0.03753662109375,0.6319716187073177,2.588289692506049,-570.5745239257812,0.2801570249713654,0.41585056965944733
